,Name,Username,Profile ID,Date,Likes,Comment,User Verified,Thumbnail,Comment ID,Profile URL,Comment URL,Is_Toxic
74,thimmappaa06,,67576637932,3/24/2025 14:49,0,చేసేది లంగా పనులు మల ట్రోల్ చేసినారని బాధ,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/461822979_551017837446861_7020353789052467951_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=guU5jKnPs6IQ7kNvgFti48j&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH2lTX7vqvFP774b1yFwcNmNEy1EMjFJy0vrT10WvfTyA&oe=67E762BB&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/thimmappaa06,https://www.instagram.com/p/DHfABrTz7Y0/c/18058288574104255,yes
75,rathnarajuudatha,,52355298376,3/24/2025 14:54,0,Nice,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/275005026_992536898060878_2883725623396710048_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=EA3RjhI2slEQ7kNvgFVmMVq&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHlvpohYw3ikY7SoyIYEEhIL3NDy9QkegK50xIcdM66pQ&oe=67E765D1&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/rathnarajuudatha,https://www.instagram.com/p/DHfABrTz7Y0/c/18033919940311854,no
76,ktm_pradeep_390rc,,64382206354,3/24/2025 14:55,0,🤣🙏🙏🙏❌❌❌ lo tai cheye,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/486666159_666863169088822_6845386031147755820_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=wou7hJgwBkgQ7kNvgEvyN1G&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHnSiyndmfjA993rKBuHEXLxtb7zleY7rC4KgNnlAsnyQ&oe=67E76421&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/ktm_pradeep_390rc,https://www.instagram.com/p/DHfABrTz7Y0/c/18070727152868121,no
77,attitude___psycho,,56566019460,3/24/2025 14:59,0,😂,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/457854265_390780927387770_8643411520123753572_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=5kCWwQ92DgkQ7kNvgE0WO1A&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHv31yYk-_Qw9Se6wXcb3GignXoqUpJn3CVhSXo1D40ew&oe=67E761E1&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/attitude___psycho,https://www.instagram.com/p/DHfABrTz7Y0/c/17982625115803148,no
78,solo_king_vishnu5,,62428553530,3/24/2025 14:59,0,Meru enni mandi vachina Elanti ennipost chesena nenu insta delete cheyyanu😂,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/479182062_9156541514442219_2870266668766784994_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=ANaJ06BaR2gQ7kNvgEJwj8e&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFkudxZa7FTIr6N2eGzJgADGiNyU6877j-_Tb5HdtGNhQ&oe=67E75084&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/solo_king_vishnu5,https://www.instagram.com/p/DHfABrTz7Y0/c/18110746978466588,no
79,p.mr.unlucky,,68121413780,3/24/2025 15:04,0,Surprise kadua daridram,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/476501972_1345319366472148_4218613478143816588_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=7bhyli5e0IkQ7kNvgEybUfO&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGiiQPXCNRiDqfgIvT8t2oMDYHB4XiWCIiEufyju1wZAQ&oe=67E75031&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/p.mr.unlucky,https://www.instagram.com/p/DHfABrTz7Y0/c/18061812002508995,yes
80,itx.___vivek_,,65471835630,3/24/2025 15:08,0,Wishper vesukunava,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/481716152_3998152413838991_3146101073411809795_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=QiCutVHt3F4Q7kNvgGLAvX2&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYET6wBMCBDAVCMb8og5Gxlhi5_DZK9ffTO0CA3bES6pIQ&oe=67E757F7&_nc_sid=0985b0,1.82E+16,https://www.instagram.com/itx.___vivek_,https://www.instagram.com/p/DHfABrTz7Y0/c/18221203012290822,yes
81,its_jaswanth_79,,57195566543,3/24/2025 15:09,0,Dryer loo ఎమ్ ఉందో చెప్తే life time settlement రా,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/483426594_959353616306810_3007391359461231052_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=KPm0xakiHI8Q7kNvgE61bg5&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFC3NnIfISL_GD--M0QWeflum3T0UfAfowIHGArbD1uTw&oe=67E75043&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/its_jaswanth_79,https://www.instagram.com/p/DHfABrTz7Y0/c/18058183922113570,yes
82,0_manu_danger_boy_9,,53548428411,3/24/2025 15:09,0,🙏 నీకు దండం రా బాబు నేను ఆర్ లిమిటెడ్ డేటా నీకోసమే వేసుకున్నట్టుంది  టైం10:30 నేను పడుకునే ముందు నీ వీడియో చూసా నైట్ కలలు,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/485232761_1364768444978372_8087972595638234626_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=H3HUQk_vCgQQ7kNvgHuTbEu&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGxrsmjtS9iEcVhbdajZusb7_76kQJwLPin4Dh4l1wQoQ&oe=67E73513&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/0_manu_danger_boy_9,https://www.instagram.com/p/DHfABrTz7Y0/c/17856590454400537,no
83,0_manu_danger_boy_9,,53548428411,3/24/2025 15:09,0,కలలోకి నువ్వు వస్తే ఏమో,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/485232761_1364768444978372_8087972595638234626_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=H3HUQk_vCgQQ7kNvgHuTbEu&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGxrsmjtS9iEcVhbdajZusb7_76kQJwLPin4Dh4l1wQoQ&oe=67E73513&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/0_manu_danger_boy_9,https://www.instagram.com/p/DHfABrTz7Y0/c/18090486097604082,no
84,itz._.mayagadu._.03,,49777245826,3/24/2025 15:10,0,@anand_pspk_fan waa anna👏,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/474460097_1127350805436444_5916937607529570779_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=iCs3gWlk0I0Q7kNvgEJDTXc&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHqrAvLqI4iRKUjR8pdz_RPd0YxvxXEQAuij3WbcKT1aQ&oe=67E74A89&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/itz._.mayagadu._.03,https://www.instagram.com/p/DHfABrTz7Y0/c/17918346194962983,no
85,nari_king_jcb_lover_boy,,62961344823,3/24/2025 15:14,0,నువ్వు ఎంత చూపించినా నీ ప***** ఎవరో దెంగలే,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/485824952_3016861718487695_5313146172018638222_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=CfHbOKsHhNMQ7kNvgHzP9M4&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFmH7P9FlCUyaa1zeWak9eoymXQmiJaMv7bFzujWWjRpg&oe=67E74827&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/nari_king_jcb_lover_boy,https://www.instagram.com/p/DHfABrTz7Y0/c/18092817484499674,yes
86,irkmonagara,,61109467107,3/24/2025 15:15,0,అందులో ఏముంది ఏమీ లే డోలా కప్ప ని తీసుకొచ్చి పడేస్తే  పీడ విరగడ అయిపోతది 🙏,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/476388357_2208114972924499_7478246499958156058_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHZCOz1_hITqvv00-VocORsDdAGQZPlSAaYKE-1WLlqy5DgyP3BcnMvCKHUyN1Dn5U&_nc_ohc=m13y2FJu54YQ7kNvgGFkC-K&_nc_gid=jCUw_AMLKgkmxMojc3R2_A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFORySqmsk8LCGlXnpGgVYEC3Jx9Htmv4CBBqRiD9nqSA&oe=67E749D0&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/irkmonagara,https://www.instagram.com/p/DHfABrTz7Y0/c/17962747361860936,yes
87,tallekapalli,,50236484998,3/23/2025 2:25,0,Poduna lanjalu ekuva ayaru,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&cb=8577c754-c2464923&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QF18p9PWlhFpRfCQ5pD6N43EizP4_bWsRnRaB5kCemK6UMSfyNOjOtMznAMSBz-lWM&_nc_ohc=atf3_6cl7W8Q7kNvgF4hLbi&_nc_gid=zC_VampudOUjlXSa43BCtQ&edm=AL4D0a4BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5-cb8577c754-c2464923&oh=00_AYHkLq9Q2HDqcLkc8A-du3pDBHQwkNaifbi01xOB-p6wGg&oe=67E76368&_nc_sid=9e8221,1.81E+16,https://www.instagram.com/tallekapalli,https://www.instagram.com/p/DHhhbBvTstG/c/18073124248835336,yes
88,ssyadav8653,,69564142584,3/23/2025 2:51,0,Lanjaa Road meda Lorry vallatho denginchukuntunava langaaa,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/463644878_461432557052479_1827083935777358009_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHey9TXdw25NY_E1N-FrmaYn68b6I9uodEia6n_RzZd49ugTGGv6-o5h7zYnRHGOg4&_nc_ohc=SV_UMrV2ouAQ7kNvgFrvfhK&_nc_gid=YW6Oo30wW-a__2j_rWEvIA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHm-trvfYW2WdB2eYqrZojJR5ZU6JNPe3OyVd3ZQf0LPA&oe=67E7627F&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/ssyadav8653,https://www.instagram.com/p/DHhhbBvTstG/c/17998679669760072,yes
89,mr_wrong__001,,62546760539,3/23/2025 3:01,0,Adi nadumu kadu rood roller,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/483538665_999207315639375_5631518863487949549_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHey9TXdw25NY_E1N-FrmaYn68b6I9uodEia6n_RzZd49ugTGGv6-o5h7zYnRHGOg4&_nc_ohc=GfkypIxFpMcQ7kNvgHdsH1X&_nc_gid=YW6Oo30wW-a__2j_rWEvIA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYF0OoonEuczZDsaEK3RZnDyPRYp4o-wbY0nrAwavS2TwQ&oe=67E73FF5&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/mr_wrong__001,https://www.instagram.com/p/DHhhbBvTstG/c/18091766245561616,yes
90,kriankrian688,,27771782422,3/23/2025 3:22,0,లోపల genne న గంట ఏమి ఉన్నది చూసి చెప్పు,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/480493339_1850922465720354_4815736018030948333_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHey9TXdw25NY_E1N-FrmaYn68b6I9uodEia6n_RzZd49ugTGGv6-o5h7zYnRHGOg4&_nc_ohc=uie43qPuHHwQ7kNvgE2xcPd&_nc_gid=YW6Oo30wW-a__2j_rWEvIA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHxD5jVD4xLSEhS88KCGGj6Ke9hy1efYaCkuhgjd5q72w&oe=67E7566F&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/kriankrian688,https://www.instagram.com/p/DHhhbBvTstG/c/17913169968091782,yes
91,deva_king_5070,,17816064053,3/23/2025 3:24,0,అలా కాదురా ఎర్రి పూకోడా,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/480681011_997967289053550_6793286504359514162_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHey9TXdw25NY_E1N-FrmaYn68b6I9uodEia6n_RzZd49ugTGGv6-o5h7zYnRHGOg4&_nc_ohc=eugdG68OXm8Q7kNvgG2Ztym&_nc_gid=YW6Oo30wW-a__2j_rWEvIA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYF2XSZdMUQmxYUFBF0ZEyb7aHpVVI4Ul8ngjEGzcG0uGA&oe=67E76B28&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/deva_king_5070,https://www.instagram.com/p/DHhhbBvTstG/c/17884055127252432,yes
92,josh_143_sangee,,48383936065,3/23/2025 4:15,0,ఈరోజు నీకు చేతబడి చేపిస్తున్న,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/485827118_517083798123865_8105536461676817484_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHey9TXdw25NY_E1N-FrmaYn68b6I9uodEia6n_RzZd49ugTGGv6-o5h7zYnRHGOg4&_nc_ohc=HA69JAIn1owQ7kNvgGgjQp6&_nc_gid=YW6Oo30wW-a__2j_rWEvIA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEetcUFMq_jv0DTR4MDYrcsPBxSuSyP0jvplyxgWopFQg&oe=67E75DCF&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/josh_143_sangee,https://www.instagram.com/p/DHhhbBvTstG/c/18063071840076130,yes
93,_rakesh37,,26719316168,3/23/2025 4:17,0,నీ గుద్దల కర్ర పెట్టి లేపాలి😂😂😂,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/476489257_1388073029224839_1188304124578219235_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHey9TXdw25NY_E1N-FrmaYn68b6I9uodEia6n_RzZd49ugTGGv6-o5h7zYnRHGOg4&_nc_ohc=3U4Rmh5nV-MQ7kNvgFomrjy&_nc_gid=YW6Oo30wW-a__2j_rWEvIA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFYIgjUQ_FYc_-j0jKOdmk-AdNkEAOceKevimqW5iBZlA&oe=67E75CF3&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/_rakesh37,https://www.instagram.com/p/DHhhbBvTstG/c/18063197311966048,yes
94,pawan_prs,,18077236006,3/23/2025 4:25,0,బొక్క కొట్టించాడు భాయ్య 😂,no,https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-19/464760996_1254146839119862_3605321457742435801_n.png?stp=dst-jpg_e0_s150x150_tt6&cb=8577c754-c2464923&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QF18p9PWlhFpRfCQ5pD6N43EizP4_bWsRnRaB5kCemK6UMSfyNOjOtMznAMSBz-lWM&_nc_ohc=atf3_6cl7W8Q7kNvgF4hLbi&_nc_gid=zC_VampudOUjlXSa43BCtQ&edm=AL4D0a4BAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5-cb8577c754-c2464923&oh=00_AYHkLq9Q2HDqcLkc8A-du3pDBHQwkNaifbi01xOB-p6wGg&oe=67E76368&_nc_sid=9e8221,1.81E+16,https://www.instagram.com/pawan_prs,https://www.instagram.com/p/DHhhbBvTstG/c/18133596448400634,yes
95,27kmb2002,,48052698168,3/23/2025 12:12,0,😂😂,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/278507717_402196925064933_5292919739374006424_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QH5wibP9rgh_v_GfIBkc3JmmnN7abo_j-_3F2izloNCfFSrlZkwN1g44xvlcRUDq80&_nc_ohc=dKJImJzNOQwQ7kNvgFNZ7KV&_nc_gid=pKKs6STTPTP0SOXquHPn8A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFeb7JEVyIVC7j5XszOY5lDw0RR2cxpcxLUn-QAS7hLTA&oe=67E75565&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/27kmb2002,https://www.instagram.com/p/DHhhbBvTstG/c/18050208560206270,no
96,pavit.hra3283,,66309488748,3/23/2025 13:27,0,Nice performance 😍,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/438893061_685468060280751_2057950457036861334_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QH5wibP9rgh_v_GfIBkc3JmmnN7abo_j-_3F2izloNCfFSrlZkwN1g44xvlcRUDq80&_nc_ohc=ow8xtkH1X30Q7kNvgHKhka1&_nc_gid=pKKs6STTPTP0SOXquHPn8A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHmEu2Dl8ngmbO56Dkw2vOKnLrOvrctj4fF0AmdBtSttw&oe=67E76C06&_nc_sid=0985b0,1.79E+16,https://www.instagram.com/pavit.hra3283,https://www.instagram.com/p/DHhhbBvTstG/c/17927978706036537,no
97,sunildevapangu,,48641543023,3/23/2025 13:49,0,వీడిని ఎవడైనా దెంగి బాదాం పాలు ఇవండ్రా బాబు  విడి వేశాలు చూడలేక చచ్చిపోతున్నాము 😂😂😂,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/476292165_925669916443024_4526341616412464598_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QH5wibP9rgh_v_GfIBkc3JmmnN7abo_j-_3F2izloNCfFSrlZkwN1g44xvlcRUDq80&_nc_ohc=0v8nQyrDKbUQ7kNvgGOFZ3y&_nc_gid=pKKs6STTPTP0SOXquHPn8A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYG6q9PqeFXa4h9ADcHUGJvQ74ffXQFFQvUSe-3TVnvu-g&oe=67E742E1&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/sunildevapangu,https://www.instagram.com/p/DHhhbBvTstG/c/18049414295260746,yes
98,boga_best_one,,68194797330,3/23/2025 14:27,0,దుర్గ నువ్వే చెక్క కదా?? నీకు ఉన్న పొక్క గుద్దే కదా అదే గుద్దకు పైల్స్ వచ్చి రక్తం వస్తే…మీరు ఎట్లా వేసుకుంటారు?,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/474037297_1925727477835142_95462003913543587_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QH5wibP9rgh_v_GfIBkc3JmmnN7abo_j-_3F2izloNCfFSrlZkwN1g44xvlcRUDq80&_nc_ohc=xccOqjKBlpkQ7kNvgE3ASmJ&_nc_gid=pKKs6STTPTP0SOXquHPn8A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHkO7rlWtJAQ42R9E-waVY4r24iGiUDhNg41FgBAsry3Q&oe=67E76ADD&_nc_sid=0985b0,1.84E+16,https://www.instagram.com/boga_best_one,https://www.instagram.com/p/DHhhbBvTstG/c/18381925909143933,yes
99,konijetinarasimha,,45620989709,3/23/2025 14:31,0,దుర్గా ఎయిడ్స్ వచ్చిందంటగా,no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/485155842_1085546353379133_1283515161563350232_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QH5wibP9rgh_v_GfIBkc3JmmnN7abo_j-_3F2izloNCfFSrlZkwN1g44xvlcRUDq80&_nc_ohc=WIjZadI2XRkQ7kNvgFFSisu&_nc_gid=pKKs6STTPTP0SOXquHPn8A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHGGBnis_-uga3Efk95N_irtIpM8_dhbG_YYSnJWyc18w&oe=67E759F5&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/konijetinarasimha,https://www.instagram.com/p/DHhhbBvTstG/c/17978824316685710,yes
100,srikanth1224,,4250546650,3/23/2025 14:36,0,"గడియారం ఎక్కడుంది విడి గు.,, లో వుంది",no,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/476219739_593260633674541_1370897968142362503_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QH5wibP9rgh_v_GfIBkc3JmmnN7abo_j-_3F2izloNCfFSrlZkwN1g44xvlcRUDq80&_nc_ohc=jzcv7AjEz7gQ7kNvgHUoa6b&_nc_gid=pKKs6STTPTP0SOXquHPn8A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGr9ALwS6J-Pu3p95qnNYhqEhGfBtFbCtHaLEItDZPnTw&oe=67E7541C&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/srikanth1224,https://www.instagram.com/p/DHhhbBvTstG/c/18034262093630200,yes
101,katta.nagesh,,8030729199,3/23/2025 15:12,0,Neeku sigganedhi pettaledanukunta Devudu. Undalsindhi elagu ledu kanisam siggu anna ledu ra?,no,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/466459818_8488765561230486_604990540988178899_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QH5wibP9rgh_v_GfIBkc3JmmnN7abo_j-_3F2izloNCfFSrlZkwN1g44xvlcRUDq80&_nc_ohc=-Zn-WiVBXhcQ7kNvgGz-1ms&_nc_gid=pKKs6STTPTP0SOXquHPn8A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYF_VBMYUpLo9UBkUsbUe3P5QZdnJ9vZk1uYuqRIc3I-MQ&oe=67E73EF6&_nc_sid=0985b0,1.81E+16,https://www.instagram.com/katta.nagesh,https://www.instagram.com/p/DHhhbBvTstG/c/18080223811641671,yes
102,_im_a_king_without_a_queen_,,55463201965,3/23/2025 15:33,0,@call_me_balu_08 mi lovuu😂,no,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/486714003_2011626749329432_4080373074182915630_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QH5wibP9rgh_v_GfIBkc3JmmnN7abo_j-_3F2izloNCfFSrlZkwN1g44xvlcRUDq80&_nc_ohc=h5vOSsCrdewQ7kNvgFFgO29&_nc_gid=pKKs6STTPTP0SOXquHPn8A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHFdP5sY_RuprudsTJNm_EP1myTY7ucRmYRmAU-aJPQAw&oe=67E74A7A&_nc_sid=0985b0,1.80E+16,https://www.instagram.com/_im_a_king_without_a_queen_,https://www.instagram.com/p/DHhhbBvTstG/c/18026286032394907,no
